rail,pos_x,pos_y,localisation,rail_work_order,mvt,designation,reference,id,work_order,work_order_unit,point,path,position_type,speed,cnt,x_j1,y_j2,z_j3,w_j4,p_j5,r_j6,e1,wrist,forearm,arm,conf_j1,conf_j4,conf_j6,UF,UT
4,FORWARD,LEFT,AV_G,3,approach,rail,E53233025200,4,32,2,13,JOINT,JOINT,50,10,-25,29,-39,15,86,-53,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,approach,rail,E53233025200,4,32,2,2,JOINT,JOINT,50,50,-52,42,-39,34,96,-173,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,approach,rail,E53233025200,4,32,2,3,LINEAR,JOINT,2000,20,-79,92,-38,48,116,-184,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,approach,rail,E53233025200,4,32,2,4,JOINT,JOINT,50,50,-84,79,-53,51,74,-172,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,approach,rail,E53233025200,4,32,2,5,JOINT,JOINT,50,50,-70,56,-49,-55,9,-54,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,approach,rail,E53233025200,4,32,2,6,JOINT,JOINT,50,50,-75,77,-41,-65,-53,-23,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,approach,rail,E53233025200,4,32,2,7,LINEAR,JOINT,100,0,-69,65,-48,-72,-48,-16,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,work,fastener,ASNA2392-3-03,663,1,1,8,LINEAR,CRT,100,0,-35,1040,2,-180,0,-90,1564,N,U,T,0,0,0,3,2
4,FORWARD,LEFT,AV_G,3,work,fastener,ASNA2392-3-03,662,2,2,9,LINEAR,CRT,100,0,-9,1040,2,-180,0,-90,1564,N,U,T,0,0,0,3,2
4,FORWARD,LEFT,AV_G,3,clearance,rail,E53233025200,4,32,2,7,LINEAR,JOINT,100,0,-69,65,-48,-72,-48,-16,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,clearance,rail,E53233025200,4,32,2,6,LINEAR,JOINT,2000,50,-75,77,-41,-65,-53,-23,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,clearance,rail,E53233025200,4,32,2,5,JOINT,JOINT,50,50,-70,56,-49,-55,9,-54,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,clearance,rail,E53233025200,4,32,2,4,JOINT,JOINT,50,20,-84,79,-53,51,74,-172,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,clearance,rail,E53233025200,4,32,2,3,JOINT,JOINT,50,50,-79,92,-38,48,116,-184,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,clearance,rail,E53233025200,4,32,2,2,LINEAR,JOINT,2000,50,-52,42,-39,34,96,-173,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,clearance,rail,E53233025200,4,32,2,13,JOINT,JOINT,50,10,-25,29,-39,15,86,-53,1564,,,,,,,3,2
4,FORWARD,LEFT,AV_G,3,clearance,rail,E53233025200,4,32,2,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1564,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,station,rail,E53233025200,4,34,4,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,approach,rail,E53233025200,4,34,4,2,LINEAR,JOINT,2000,25,-35,29,-27,4,78,45,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,approach,rail,E53233025200,4,34,4,3,JOINT,JOINT,50,100,-45,49,-30,26,90,45,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,approach,rail,E53233025200,4,34,4,4,JOINT,JOINT,50,25,-36,30,-44,-73,65,-141,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,approach,rail,E53233025200,4,34,4,5,LINEAR,JOINT,2000,100,-52,58,-94,-46,87,-187,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,approach,rail,E53233025200,4,34,4,6,LINEAR,JOINT,2000,100,-44,32,-59,-140,27,-94,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,approach,rail,E53233025200,4,34,4,13,JOINT,JOINT,50,10,-71,63,-64,-85,-46,-168,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,approach,rail,E53233025200,4,34,4,7,LINEAR,JOINT,100,0,-73,71,-53,-74,-50,-182,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,work,fastener,ASNA2392-3-03,666,1,1,8,LINEAR,CRT,100,0,-34,1064,2,-180,0,90,1803,N,U,T,0,0,0,3,2
4,FORWARD,RIGHT,AV_D,3,work,fastener,ASNA2392-3-03,665,2,2,9,LINEAR,CRT,100,0,-9,1064,2,-180,0,90,1803,N,U,T,0,0,0,3,2
4,FORWARD,RIGHT,AV_D,3,clearance,rail,E53233025200,4,34,4,7,LINEAR,JOINT,100,0,-73,71,-53,-74,-50,-182,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,clearance,rail,E53233025200,4,34,4,13,LINEAR,JOINT,2000,10,-71,63,-64,-85,-46,-168,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,clearance,rail,E53233025200,4,34,4,6,JOINT,JOINT,50,50,-44,32,-59,-140,27,-94,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,clearance,rail,E53233025200,4,34,4,5,LINEAR,JOINT,2000,100,-52,58,-94,-46,87,-187,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,clearance,rail,E53233025200,4,34,4,4,LINEAR,JOINT,2000,100,-36,30,-44,-73,65,-141,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,clearance,rail,E53233025200,4,34,4,3,JOINT,JOINT,50,100,-45,49,-30,26,90,45,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,clearance,rail,E53233025200,4,34,4,2,JOINT,JOINT,50,25,-35,29,-27,4,78,45,1803,,,,,,,3,2
4,FORWARD,RIGHT,AV_D,3,clearance,rail,E53233025200,4,34,4,1,LINEAR,JOINT,2000,0,0,19,-39,0,106,45,1803,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,station,rail,E53233025200,4,31,1,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,approach,rail,E53233025200,4,31,1,2,JOINT,JOINT,50,25,-32,25,-44,20,98,23,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,approach,rail,E53233025200,4,31,1,3,JOINT,JOINT,50,20,-52,54,-30,23,85,3,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,approach,rail,E53233025200,4,31,1,4,JOINT,JOINT,50,20,-48,47,-27,-4,42,-135,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,approach,rail,E53233025200,4,31,1,5,JOINT,JOINT,50,50,-48,52,-13,-33,-26,-83,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,approach,rail,E53233025200,4,31,1,6,JOINT,JOINT,50,50,-47,52,-11,-41,-42,-70,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,approach,rail,E53233025200,4,31,1,7,JOINT,JOINT,25,0,-44,44,-17,-50,-45,-63,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,work,fastener,ASNA2392-3-03,649,1,1,8,LINEAR,CRT,100,0,179,1040,2,-180,0,-90,1392,N,U,T,0,0,0,3,2
4,BACKWARD,LEFT,AR_G,3,work,fastener,ASNA2392-3-03,651,2,2,9,LINEAR,CRT,100,0,149,1040,2,-180,0,-70,1392,N,U,T,0,0,0,3,2
4,BACKWARD,LEFT,AR_G,3,work,fastener,ASNA2392-3-03,650,3,3,10,LINEAR,CRT,100,0,119,1040,2,-180,0,-50,1392,N,U,T,0,0,0,3,2
4,BACKWARD,LEFT,AR_G,3,clearance,rail,E53233025200,4,31,1,7,LINEAR,JOINT,100,0,-44,44,-17,-50,-45,-63,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,clearance,rail,E53233025200,4,31,1,6,LINEAR,JOINT,2000,50,-47,52,-11,-41,-42,-70,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,clearance,rail,E53233025200,4,31,1,5,JOINT,JOINT,50,50,-48,52,-13,-33,-26,-83,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,clearance,rail,E53233025200,4,31,1,4,JOINT,JOINT,50,50,-48,47,-27,-4,42,-135,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,clearance,rail,E53233025200,4,31,1,3,JOINT,JOINT,50,50,-52,54,-30,23,85,3,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,clearance,rail,E53233025200,4,31,1,2,JOINT,JOINT,50,25,-32,25,-44,20,98,23,1392,,,,,,,3,2
4,BACKWARD,LEFT,AR_G,3,clearance,rail,E53233025200,4,31,1,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1392,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,station,rail,E53233025200,4,33,3,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,approach,rail,E53233025200,4,33,3,2,LINEAR,JOINT,2000,50,-35,32,-31,22,86,16,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,approach,rail,E53233025200,4,33,3,3,JOINT,JOINT,50,100,-33,25,-32,21,26,133,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,approach,rail,E53233025200,4,33,3,4,JOINT,JOINT,50,100,-33,25,-32,-65,-27,136,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,approach,rail,E53233025200,4,33,3,5,JOINT,JOINT,50,100,-42,33,-27,-59,-36,138,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,approach,rail,E53233025200,4,33,3,6,JOINT,JOINT,50,25,-44,38,-24,-56,-39,140,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,approach,rail,E53233025200,4,33,3,7,JOINT,JOINT,25,5,-46,43,-21,-54,-42,142,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,work,fastener,ASNA2392-3-03,654,1,1,8,LINEAR,CRT,100,0,179,1064,2,-180,0,90,1666,N,U,T,0,0,0,3,2
4,BACKWARD,RIGHT,AR_D,3,work,fastener,ASNA2392-3-03,653,2,2,9,LINEAR,CRT,100,0,149,1064,2,-180,0,82,1666,N,U,T,0,0,0,3,2
4,BACKWARD,RIGHT,AR_D,3,work,fastener,ASNA2392-3-03,652,3,3,10,LINEAR,CRT,100,0,119,1064,2,-180,0,47,1666,N,U,T,0,0,0,3,2
4,BACKWARD,RIGHT,AR_D,3,clearance,rail,E53233025200,4,33,3,7,LINEAR,JOINT,100,5,-46,43,-21,-54,-42,142,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,clearance,rail,E53233025200,4,33,3,6,JOINT,JOINT,50,25,-44,38,-24,-56,-39,140,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,clearance,rail,E53233025200,4,33,3,5,JOINT,JOINT,50,100,-42,33,-27,-59,-36,138,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,clearance,rail,E53233025200,4,33,3,4,JOINT,JOINT,50,100,-33,25,-32,-65,-27,136,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,clearance,rail,E53233025200,4,33,3,3,JOINT,JOINT,50,100,-33,25,-32,21,26,133,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,clearance,rail,E53233025200,4,33,3,2,JOINT,JOINT,50,50,-35,32,-31,22,86,16,1666,,,,,,,3,2
4,BACKWARD,RIGHT,AR_D,3,clearance,rail,E53233025200,4,33,3,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1666,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,station,rail,E53233045200,5,22,2,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,approach,rail,E53233045200,5,22,2,16,JOINT,JOINT,50,25,-23,29,-39,15,86,-53,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,approach,rail,E53233045200,5,22,2,2,JOINT,JOINT,50,50,-52,42,-39,34,96,-173,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,approach,rail,E53233045200,5,22,2,3,LINEAR,JOINT,2000,20,-83,81,-65,35,112,-176,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,approach,rail,E53233045200,5,22,2,4,JOINT,JOINT,50,100,-84,78,-53,50,73,-171,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,approach,rail,E53233045200,5,22,2,5,JOINT,JOINT,50,100,-70,55,-49,-55,9,-54,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,approach,rail,E53233045200,5,22,2,6,JOINT,JOINT,50,25,-73,78,-42,-66,-54,-23,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,approach,rail,E53233045200,5,22,2,7,LINEAR,JOINT,100,5,-73,71,-55,-76,-49,-3,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,work,fastener,ASNA2392-3-04,706,1,1,8,LINEAR,CRT,100,0,-121,527,4,-180,0,-90,1054,N,U,T,0,0,0,3,2
5,FORWARD,LEFT,AV_G,2,work,fastener,ASNA2392-3-04,707,2,2,9,LINEAR,CRT,100,0,-98,527,4,-180,0,-90,1054,N,U,T,0,0,0,3,2
5,FORWARD,LEFT,AV_G,2,work,fastener,ASNA2392-3-04,708,3,3,10,LINEAR,CRT,100,0,-74,527,4,-180,0,-90,1054,N,U,T,0,0,0,3,2
5,FORWARD,LEFT,AV_G,2,work,fastener,ASNA2392-3-04,709,4,4,11,LINEAR,CRT,100,0,-50,527,4,-180,0,-90,1054,N,U,T,0,0,0,3,2
5,FORWARD,LEFT,AV_G,2,work,fastener,ASNA2392-3-05,710,5,5,12,LINEAR,CRT,100,0,-26,527,5,-180,0,-90,1054,N,U,T,0,0,0,3,2
5,FORWARD,LEFT,AV_G,2,work,fastener,ASNA2392-3-05,711,6,6,13,LINEAR,CRT,100,0,-3,527,5,-180,0,-112,1054,N,U,T,0,0,0,3,2
5,FORWARD,LEFT,AV_G,2,clearance,rail,E53233045200,5,22,2,7,LINEAR,JOINT,100,5,-73,71,-55,-76,-49,-3,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,clearance,rail,E53233045200,5,22,2,6,LINEAR,JOINT,2000,25,-73,78,-42,-66,-54,-23,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,clearance,rail,E53233045200,5,22,2,5,JOINT,JOINT,50,100,-70,55,-49,-55,9,-54,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,clearance,rail,E53233045200,5,22,2,4,JOINT,JOINT,50,100,-84,78,-53,50,73,-171,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,clearance,rail,E53233045200,5,22,2,3,JOINT,JOINT,50,50,-83,81,-65,35,112,-176,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,clearance,rail,E53233045200,5,22,2,2,LINEAR,JOINT,2000,30,-52,42,-39,34,96,-173,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,clearance,rail,E53233045200,5,22,2,16,JOINT,JOINT,50,25,-23,29,-39,15,86,-53,1054,,,,,,,3,2
5,FORWARD,LEFT,AV_G,2,clearance,rail,E53233045200,5,22,2,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1054,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,station,rail,E53233045200,5,24,4,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,approach,rail,E53233045200,5,24,4,2,LINEAR,JOINT,2000,25,-34,31,-27,3,112,45,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,approach,rail,E53233045200,5,24,4,3,JOINT,JOINT,50,100,-45,46,-23,25,84,45,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,approach,rail,E53233045200,5,24,4,4,JOINT,JOINT,50,25,-36,31,-45,-73,66,-141,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,approach,rail,E53233045200,5,24,4,5,LINEAR,JOINT,2000,100,-45,46,-79,-54,77,-175,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,approach,rail,E53233045200,5,24,4,6,JOINT,JOINT,50,100,-44,32,-59,-141,27,-94,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,approach,rail,E53233045200,5,24,4,16,JOINT,JOINT,50,25,-71,63,-64,-85,-47,-169,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,approach,rail,E53233045200,5,24,4,7,LINEAR,JOINT,100,5,-73,71,-53,-74,-50,-182,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,work,fastener,ASNA2392-3-04,702,1,1,8,LINEAR,CRT,100,0,-120,554,4,180,0,90,1293,N,U,T,0,0,0,3,2
5,FORWARD,RIGHT,AV_D,2,work,fastener,ASNA2392-3-04,703,2,2,9,LINEAR,CRT,100,0,-96,554,4,-180,0,90,1293,N,U,T,0,0,0,3,2
5,FORWARD,RIGHT,AV_D,2,work,fastener,ASNA2392-3-04,704,3,3,10,LINEAR,CRT,100,0,-72,554,4,-180,0,90,1293,N,U,T,0,0,0,3,2
5,FORWARD,RIGHT,AV_D,2,work,fastener,ASNA2392-3-04,705,4,4,11,LINEAR,CRT,100,0,-48,554,4,-180,0,90,1293,N,U,T,0,0,0,3,2
5,FORWARD,RIGHT,AV_D,2,work,fastener,ASNA2392-3-05,710,5,5,12,LINEAR,CRT,100,0,-25,554,5,-180,0,90,1293,N,U,T,0,0,0,3,2
5,FORWARD,RIGHT,AV_D,2,work,fastener,ASNA2392-3-05,713,6,6,13,LINEAR,CRT,100,0,0,554,5,-180,0,90,1293,N,U,T,0,0,0,3,2
5,FORWARD,RIGHT,AV_D,2,clearance,rail,E53233045200,5,24,4,7,LINEAR,JOINT,100,5,-73,71,-53,-74,-50,-182,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,clearance,rail,E53233045200,5,24,4,16,LINEAR,JOINT,2000,25,-71,63,-64,-85,-47,-169,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,clearance,rail,E53233045200,5,24,4,6,JOINT,JOINT,50,25,-44,32,-59,-141,27,-94,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,clearance,rail,E53233045200,5,24,4,5,JOINT,JOINT,50,50,-45,46,-79,-54,77,-175,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,clearance,rail,E53233045200,5,24,4,4,LINEAR,JOINT,2000,50,-36,31,-45,-73,66,-141,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,clearance,rail,E53233045200,5,24,4,3,JOINT,JOINT,50,50,-45,46,-23,25,84,45,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,clearance,rail,E53233045200,5,24,4,2,JOINT,JOINT,50,25,-34,31,-27,3,112,45,1293,,,,,,,3,2
5,FORWARD,RIGHT,AV_D,2,clearance,rail,E53233045200,5,24,4,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1293,,,,,,,3,2
5,BACKWARD,LEFT,AR_G,2,station,rail,E53233045200,5,21,1,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,881,,,,,,,3,2
5,BACKWARD,LEFT,AR_G,2,approach,rail,E53233045200,5,21,1,2,JOINT,JOINT,50,25,-32,25,-44,20,98,24,881,,,,,,,3,2
5,BACKWARD,LEFT,AR_G,2,approach,rail,E53233045200,5,21,1,3,JOINT,JOINT,50,20,-37,37,-22,-69,53,-116,881,,,,,,,3,2
5,BACKWARD,LEFT,AR_G,2,approach,rail,E53233045200,5,21,1,4,JOINT,JOINT,50,50,-55,44,-18,-95,-48,-44,881,,,,,,,3,2
5,BACKWARD,LEFT,AR_G,2,approach,rail,E53233045200,5,21,1,5,JOINT,JOINT,50,50,-47,55,-6,-53,-58,-41,881,,,,,,,3,2
