rail,rail_work_order,mvt,designation,reference,id,work_order,point,path,position_type,speed,cnt,x_j1,y_j2,z_j3,w_j4,p_j5,r_j6,e1,wrist,forearm,arm,conf_j1,conf_j4,conf_j6,UF,UT
3,4,clearance,rail,E53233024200,3,4,6,LINEAR,JOINT,100.00,5.00,58.28,49.08,-16.91,-92.56,56.61,-54.17,1012.00,,,,,,,3,1
3,4,clearance,rail,E53233024200,3,4,5,LINEAR,JOINT,1000.00,5.00,61.99,48.81,-29.29,-62.45,75.49,-77.86,1012.00,,,,,,,3,1
3,4,clearance,rail,E53233024200,3,4,4,JOINT,JOINT,50.00,50.00,43.47,32.81,-23.27,-19.05,91.82,-90.41,1012.00,,,,,,,3,1
3,4,clearance,rail,E53233024200,3,4,7,JOINT,JOINT,50.00,50.00,43.47,32.81,-23.27,-19.05,91.82,-5.85,1012.00,,,,,,,3,1
3,4,clearance,rail,E53233024200,3,4,3,JOINT,JOINT,50.00,50.00,43.47,32.81,-23.27,-19.05,91.82,84.15,1012.00,,,,,,,3,1
3,4,clearance,rail,E53233024200,3,4,2,JOINT,JOINT,50.00,50.00,15.93,22.77,-30.35,-1.52,100.00,60.22,1012.00,,,,,,,3,1
3,4,clearance,rail,E53233024200,3,4,1,JOINT,JOINT,50.00,0.00,0.00,18.51,-39.04,0.00,106.04,45.00,1012.00,,,,,,,3,1
4,3,station,rail,E53233025200,4,3,1,JOINT,JOINT,50.00,0.00,0.00,18.51,-39.04,0.00,106.04,45.00,1706.94,,,,,,,3,1
4,3,approach,rail,E53233025200,4,3,2,JOINT,JOINT,50.00,50.00,-15.93,22.77,-30.35,1.52,100.00,30.00,1706.94,,,,,,,3,1
4,3,approach,rail,E53233025200,4,3,4,JOINT,JOINT,50.00,50.00,-41.33,29.05,-25.07,18.27,92.90,8.28,1706.94,,,,,,,3,1
4,3,approach,rail,E53233025200,4,3,5,JOINT,JOINT,50.00,5.00,-61.99,48.81,-29.29,62.45,75.49,-12.14,1706.94,,,,,,,3,1
4,3,approach,rail,E53233025200,4,3,6,LINEAR,JOINT,1000.00,5.00,-58.28,49.08,-16.91,92.56,56.61,-35.83,1706.94,,,,,,,3,1
4,3,work,fastener,ASNA2392-3-04,563,1,9,LINEAR,CRT,100.00,0.00,178.56,1059.50,6.90,-90.00,-83.00,-180.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,560,2,11,LINEAR,CRT,100.00,0.00,162.15,1059.50,27.15,-90.00,-87.10,-180.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,562,3,12,LINEAR,CRT,100.00,0.00,156.53,1059.50,6.78,-90.00,-86.78,-180.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,559,4,13,LINEAR,CRT,100.00,0.00,140.17,1059.50,26.87,90.00,-88.23,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,561,5,14,LINEAR,CRT,100.00,0.00,134.54,1059.50,6.22,90.00,-87.92,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,558,6,15,LINEAR,CRT,100.00,0.00,118.31,1059.50,26.65,90.00,-83.00,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,557,7,16,LINEAR,CRT,100.00,0.00,112.47,1059.50,6.19,90.00,-85.02,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,556,8,17,LINEAR,CRT,100.00,0.00,95.81,1059.50,26.00,90.00,-70.00,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,EN6115V3-4,680,9,18,LINEAR,CRT,100.00,0.00,87.02,1059.50,7.09,90.00,-78.00,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,EN6115V3-4,681,10,19,LINEAR,CRT,100.00,0.00,58.02,1059.50,7.11,90.00,-81.18,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,555,11,20,LINEAR,CRT,100.00,0.00,48.37,1059.50,26.34,90.00,-74.81,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,551,12,21,LINEAR,CRT,100.00,0.00,32.40,1059.50,6.61,90.00,-70.97,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,550,13,22,LINEAR,CRT,100.00,0.00,22.45,1059.50,26.00,90.00,-69.21,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,552,14,23,LINEAR,CRT,100.00,0.00,9.60,1059.50,8.74,90.00,-71.38,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,549,15,24,LINEAR,CRT,100.00,0.00,0.21,1059.50,26.00,90.00,-65.58,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,553,16,25,LINEAR,CRT,100.00,0.00,-12.29,1059.50,8.57,90.00,-74.39,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,548,17,26,LINEAR,CRT,100.00,0.00,-21.58,1059.50,26.68,90.00,-64.75,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,work,fastener,ASNA2392-3-04,554,18,27,LINEAR,CRT,100.00,0.00,-34.09,1059.50,8.00,90.00,-68.69,0.00,1706.94,F,U,T,0,0,0,3,1
4,3,clearance,rail,E53233025200,4,3,6,LINEAR,JOINT,100.00,5.00,-58.28,49.08,-16.91,92.56,56.61,-35.83,1706.94,,,,,,,3,1
4,3,clearance,rail,E53233025200,4,3,5,LINEAR,JOINT,1000.00,5.00,-61.99,48.81,-29.29,62.45,75.49,-12.14,1706.94,,,,,,,3,1
4,3,clearance,rail,E53233025200,4,3,4,JOINT,JOINT,50.00,50.00,-43.47,32.81,-23.27,19.05,91.82,0.41,1706.94,,,,,,,3,1
4,3,clearance,rail,E53233025200,4,3,2,JOINT,JOINT,50.00,50.00,-15.93,22.77,-30.35,1.52,100.00,30.00,1706.94,,,,,,,3,1
4,3,clearance,rail,E53233025200,4,3,1,JOINT,JOINT,50.00,0.00,0.00,18.51,-39.04,0.00,106.04,45.00,1706.94,,,,,,,3,1
5,2,station,rail,E53233045200,5,2,1,JOINT,JOINT,50.00,0.00,0.00,18.51,-39.04,0.00,106.04,45.00,1245.94,,,,,,,3,1
5,2,approach,rail,E53233045200,5,2,2,JOINT,JOINT,50.00,100.00,-15.93,22.77,-30.35,1.52,100.00,45.00,1245.94,,,,,,,3,1
5,2,approach,rail,E53233045200,5,2,4,JOINT,JOINT,50.00,100.00,-47.11,34.78,-19.83,20.34,89.71,1.50,1245.94,,,,,,,3,1
5,2,approach,rail,E53233045200,5,2,5,LINEAR,JOINT,1000.00,5.00,-64.40,56.01,-23.93,64.53,74.23,-17.69,1245.94,,,,,,,3,1
5,2,approach,rail,E53233045200,5,2,6,LINEAR,JOINT,1000.00,5.00,-60.41,64.12,-5.45,99.90,59.96,-48.96,1245.94,,,,,,,3,1
5,2,work,fastener,ASNA2392-3-04,477,1,9,LINEAR,CRT,100.00,0.00,222.34,548.70,8.00,-90.00,-63.04,-180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,476,2,10,LINEAR,CRT,100.00,0.00,214.00,548.68,25.99,-90.00,-60.00,-180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,478,3,11,LINEAR,CRT,100.00,0.00,202.34,548.68,8.00,-90.00,-63.00,-180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,475,4,12,LINEAR,CRT,100.00,0.00,190.34,548.68,26.00,-90.00,-70.00,-180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,474,5,13,LINEAR,CRT,100.00,0.00,178.34,548.68,8.00,-90.00,-70.00,-180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,473,6,14,LINEAR,CRT,100.00,0.00,166.34,548.70,26.00,-90.00,-75.00,-180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,472,7,15,LINEAR,CRT,100.00,0.00,154.34,548.68,8.00,-90.00,-77.00,-180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,471,8,16,LINEAR,CRT,100.00,0.00,142.34,548.70,26.00,-90.00,-80.00,180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,470,9,17,LINEAR,CRT,100.00,0.00,128.34,548.70,10.00,-90.00,-82.00,180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,469,10,18,LINEAR,CRT,100.00,0.00,114.34,548.70,26.00,-90.00,-84.00,180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,468,11,19,LINEAR,CRT,100.00,0.00,100.34,548.70,10.00,-90.00,-85.02,180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,467,12,20,LINEAR,CRT,100.00,0.00,86.34,548.70,26.00,-90.00,-86.00,180.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,EN6115V3-4,480,13,21,LINEAR,CRT,100.00,0.00,72.34,548.70,10.00,90.00,-85.00,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,EN6115V3-4,479,14,22,LINEAR,CRT,100.00,0.00,44.34,548.70,10.00,90.00,-81.18,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,466,15,23,LINEAR,CRT,100.00,0.00,30.34,548.70,26.00,90.00,-74.81,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,465,16,24,LINEAR,CRT,100.00,0.00,16.34,548.70,10.00,90.00,-70.97,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,464,17,25,LINEAR,CRT,100.00,0.00,2.34,548.70,26.00,90.00,-69.21,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,463,18,26,LINEAR,CRT,100.00,0.00,-11.66,548.70,10.00,90.00,-71.38,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,462,19,27,LINEAR,CRT,100.00,0.00,-25.66,548.70,26.00,90.00,-65.58,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,461,20,28,LINEAR,CRT,100.00,0.00,-39.66,548.70,10.00,90.00,-74.39,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,460,21,29,LINEAR,CRT,100.00,0.00,-53.66,548.70,26.00,90.00,-64.75,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,459,22,30,LINEAR,CRT,100.00,0.00,-65.66,548.70,8.00,90.00,-68.69,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,458,23,31,LINEAR,CRT,100.00,0.00,-77.66,548.70,26.00,90.00,-61.33,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,457,24,32,LINEAR,CRT,100.00,0.00,-89.66,548.70,8.00,90.00,-62.68,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,456,25,33,LINEAR,CRT,100.00,0.00,-101.66,548.70,26.00,90.00,-54.69,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,work,fastener,ASNA2392-3-04,455,26,34,LINEAR,CRT,100.00,0.00,-113.66,548.70,8.00,90.00,-60.08,0.00,1245.94,F,U,T,0,0,0,3,1
5,2,clearance,rail,E53233045200,5,2,6,LINEAR,JOINT,100.00,5.00,-60.41,64.12,-5.45,99.90,59.96,-48.96,1245.94,,,,,,,3,1
5,2,clearance,rail,E53233045200,5,2,5,LINEAR,JOINT,1000.00,5.00,-64.40,56.01,-23.93,64.53,74.23,-17.69,1245.94,,,,,,,3,1
5,2,clearance,rail,E53233045200,5,2,4,JOINT,JOINT,50.00,50.00,-47.11,34.78,-19.83,20.34,89.71,1.50,1245.94,,,,,,,3,1
5,2,clearance,rail,E53233045200,5,2,2,JOINT,JOINT,50.00,50.00,-15.93,22.77,-30.35,1.52,100.00,45.00,1245.94,,,,,,,3,1
5,2,clearance,rail,E53233045200,5,2,1,JOINT,JOINT,50.00,0.00,0.00,18.51,-39.04,0.00,106.04,45.00,1245.94,,,,,,,3,1
6,1,station,rail,E53233043200,6,1,1,JOINT,JOINT,50.00,0.00,0.00,18.51,-39.04,0.00,106.04,45.00,718.94,,,,,,,3,1
6,1,approach,rail,E53233043200,6,1,2,JOINT,JOINT,50.00,100.00,-15.93,22.77,-30.35,1.52,100.00,45.00,718.94,,,,,,,3,1
6,1,approach,rail,E53233043200,6,1,4,JOINT,JOINT,50.00,100.00,-47.11,34.78,-19.83,20.34,89.71,1.50,718.94,,,,,,,3,1
6,1,approach,rail,E53233043200,6,1,5,LINEAR,JOINT,1000.00,5.00,-67.45,56.80,-31.11,64.71,79.79,-8.48,718.94,,,,,,,3,1
6,1,approach,rail,E53233043200,6,1,6,LINEAR,JOINT,1000.00,5.00,-63.59,58.42,-16.04,95.90,61.47,-33.43,718.94,,,,,,,3,1
6,1,work,fastener,ASNA2392-3-04,424,1,9,LINEAR,CRT,100.00,0.00,222.34,21.70,8.00,-90.00,-63.04,-180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,425,2,10,LINEAR,CRT,100.00,0.00,214.00,21.68,25.99,-90.00,-60.00,-180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,427,3,11,LINEAR,CRT,100.00,0.00,202.34,21.68,8.00,-90.00,-63.00,-180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,426,4,12,LINEAR,CRT,100.00,0.00,190.34,21.68,26.00,-90.00,-70.00,-180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,428,5,13,LINEAR,CRT,100.00,0.00,178.34,21.68,8.00,-90.00,-70.00,-180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,429,6,14,LINEAR,CRT,100.00,0.00,166.34,21.70,26.00,-90.00,-75.00,-180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,430,7,15,LINEAR,CRT,100.00,0.00,154.34,21.68,8.00,-90.00,-77.00,-180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,431,8,16,LINEAR,CRT,100.00,0.00,142.34,21.70,26.00,-90.00,-80.00,180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,432,9,17,LINEAR,CRT,100.00,0.00,128.34,21.70,10.00,-90.00,-82.00,180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,433,10,18,LINEAR,CRT,100.00,0.00,114.34,21.70,26.00,-90.00,-84.00,180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,434,11,19,LINEAR,CRT,100.00,0.00,100.34,21.70,10.00,-90.00,-85.02,180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,435,12,20,LINEAR,CRT,100.00,0.00,86.34,21.70,26.00,-90.00,-86.00,180.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,EN6115V3-4,454,13,21,LINEAR,CRT,100.00,0.00,72.34,21.70,10.00,90.00,-85.00,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,EN6115V3-4,453,14,22,LINEAR,CRT,100.00,0.00,44.34,21.70,10.00,90.00,-81.18,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,437,15,23,LINEAR,CRT,100.00,0.00,30.34,21.70,26.00,90.00,-74.81,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,436,16,24,LINEAR,CRT,100.00,0.00,16.34,21.70,10.00,90.00,-70.97,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,439,17,25,LINEAR,CRT,100.00,0.00,2.34,21.70,26.00,90.00,-69.21,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,438,18,26,LINEAR,CRT,100.00,0.00,-11.66,21.70,10.00,90.00,-71.38,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,441,19,27,LINEAR,CRT,100.00,0.00,-25.66,21.70,26.00,90.00,-65.58,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,440,20,28,LINEAR,CRT,100.00,0.00,-39.66,21.70,10.00,90.00,-74.39,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,443,21,29,LINEAR,CRT,100.00,0.00,-53.66,21.70,26.00,90.00,-64.75,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,442,22,30,LINEAR,CRT,100.00,0.00,-65.66,21.70,8.00,90.00,-68.69,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,445,23,31,LINEAR,CRT,100.00,0.00,-77.66,21.70,26.00,90.00,-61.33,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,444,24,32,LINEAR,CRT,100.00,0.00,-89.66,21.70,8.00,90.00,-62.68,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,447,25,33,LINEAR,CRT,100.00,0.00,-101.66,21.70,26.00,90.00,-54.69,0.00,718.94,F,U,T,0,0,0,3,1
6,1,work,fastener,ASNA2392-3-04,446,26,34,LINEAR,CRT,100.00,0.00,-113.66,21.70,8.00,90.00,-60.08,0.00,718.94,F,U,T,0,0,0,3,1
6,1,clearance,rail,E53233043200,6,1,6,LINEAR,JOINT,100.00,5.00,-63.59,58.42,-16.04,95.90,61.47,-33.43,718.94,,,,,,,3,1
6,1,clearance,rail,E53233043200,6,1,5,LINEAR,JOINT,1000.00,5.00,-67.45,56.80,-31.11,64.71,79.79,-8.48,718.94,,,,,,,3,1
6,1,clearance,rail,E53233043200,6,1,4,JOINT,JOINT,50.00,50.00,-47.11,34.78,-19.83,20.34,89.71,1.50,718.94,,,,,,,3,1
6,1,clearance,rail,E53233043200,6,1,2,JOINT,JOINT,50.00,50.00,-15.93,22.77,-30.35,1.52,100.00,45.00,718.94,,,,,,,3,1
6,1,clearance,rail,E53233043200,6,1,1,JOINT,JOINT,50.00,0.00,0.00,18.51,-39.04,0.00,106.04,45.00,718.94,,,,,,,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,90.00,,,,,,,,,
,,,,,,,,,,,,,,,,,90.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,41.33,29.05,-25.07,-18.27,92.90,126.72,,,,,,,,
,,,,,,,,,,,,,,,,,,36.72,,,,,,,,
,,,,,,,,,,,,,,,,,,-53.28,,,,,,,,